MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK,Date
N,ST,SPPPOLY,SPP POLYMER LIMITED,37.4,35.8,35.8,35.8,35.8,71600.0,2000, ,63.0,34.65,2024-12-13
N,ST,SPRL,SP REFRACTORIES LIMITED,185.0,189.4,193.0,186.0,191.6,1532720.0,8000, ,380.0,95.0,2024-12-13
N,ST,SSEGL,SATHLOKHAR SYN E&C GLOB L,478.95,485.0,485.0,458.0,482.35,19614340.0,41000, ,695.45,222.95,2024-12-13
G,ST,SSFL,SRIVARI SPICES N FOODS L,225.9,224.9,225.15,224.9,225.15,1237775.0,5500, ,417.95,172.0,2024-12-13
N,ST,SUPREMEPWR,SUPREME POWER EQUIPMENT L,237.45,231.0,240.0,227.25,240.0,9350400.0,40000, ,420.0,95.0,2024-12-13
G,ST,SURANI,SURANI STEEL TUBES LTD.,203.85,199.8,207.0,199.8,207.0,702100.0,3400, ,734.6,140.0,2024-12-13
N,ST,SWARAJ,SWARAJ SUITING LIMITED,234.5,234.5,244.0,223.1,244.0,4486850.0,19500, ,364.7,97.0,2024-12-13
N,ST,TAC,TAC INFOSEC LIMITED,961.0,1009.05,1009.05,970.0,1009.05,30817500.0,30600, ,1009.05,261.1,2024-12-13
N,ST,TBI,TBI CORN LIMITED,208.0,208.0,218.4,206.0,214.4,11724360.0,54600, ,399.3,166.0,2024-12-13
G,ST,TECHERA,TECHERA ENGINEER (IND) L,227.05,231.55,231.55,222.5,231.55,42130800.0,182400, ,236.1,125.0,2024-12-13
N,ST,TGL,TEERTH GOPICON LIMITED,625.2,622.0,637.0,593.95,632.35,37271330.0,61200, ,774.0,123.0,2024-12-13
N,ST,THESL,THINKING HATS ENTER SOL L,41.2,39.3,42.0,39.15,39.4,3321450.0,84000, ,61.0,33.3,2024-12-13
N,ST,TRANSTEEL,TRANSTEEL SEATING TECH L,79.2,78.5,80.75,75.3,79.95,13395800.0,170000, ,114.25,42.0,2024-12-13
N,ST,UHTL,UNITED HEAT TRANSFER LTD,106.9,106.8,107.9,102.55,105.7,4011300.0,38000, ,128.7,57.95,2024-12-13
N,ST,URBAN,URBAN ENVIRO WASTE MGMT L,630.7,630.7,662.2,599.2,662.05,14887640.0,23600, ,662.2,265.45,2024-12-13
G,ST,UTSSAV,UTSSAV CZ GOLD JEWELS LTD,259.05,253.9,264.2,253.9,264.0,23068020.0,88800, ,264.2,110.05,2024-12-13
N,ST,UWCSL,ULTRA WIRING CONN SYS LTD,164.9,162.0,173.1,162.0,173.1,1886350.0,11000, ,173.1,83.1,2024-12-13
N,ST,VEEKAYEM,VEEKAYEM FASH & APP LTD,285.0,271.05,279.9,270.75,279.45,1230225.0,4500, ,337.95,65.35,2024-12-13
N,ST,VERA,VERA SYNTHETIC LIMITED,106.0,101.0,101.0,101.0,101.0,303000.0,3000, ,118.0,46.8,2024-12-13
G,ST,VILAS,VILAS TRANSCORE LIMITED,504.7,499.0,501.1,495.0,501.1,7369775.0,14750, ,566.5,203.8,2024-12-13
N,ST,VINYAS,VINYAS INNOVATIVE TECH L,711.0,695.05,725.0,695.0,725.0,2681220.0,3800, ,1442.5,420.05,2024-12-13
N,ST,VISHNUINFR,VISHNUSURYA PROJ N INFR L,294.25,286.8,299.0,283.0,295.2,1591075.0,5500, ,465.45,165.05,2024-12-13
G,ST,VIVIANA,VIVIANA POWER TECH LTD,932.7,914.05,951.35,914.05,951.35,20201737.5,21500, ,1097.15,162.35,2024-12-13
G,ST,VLINFRA,V.L.INFRAPROJECTS LIMITED,53.7,52.65,53.0,52.65,52.7,237525.0,4500, ,141.0,47.25,2024-12-13
G,ST,VMARCIND,V MARC INDIA LIMITED,393.8,385.95,401.65,385.95,400.0,7134975.0,18250, ,494.15,69.65,2024-12-13
N,ST,VR,V R INFRASPACE LIMITED,329.5,313.05,314.5,313.05,314.5,251020.0,800, ,354.9,84.7,2024-12-13
N,ST,WOMANCART,WOMANCART LIMITED,284.55,298.7,298.7,292.0,292.0,472240.0,1600, ,329.9,105.9,2024-12-13
N,ST,WTICAB,WISE TRAVEL INDIA LIMITED,177.3,179.15,179.15,176.0,177.8,1945475.0,11000, ,342.95,155.35,2024-12-13
N,ST,YUDIZ,YUDIZ SOLUTIONS LIMITED,75.5,78.8,78.8,75.0,75.0,186080.0,2400, ,167.9,50.35,2024-12-13
N,ST,ZENITHDRUG,ZENITH DRUGS LIMITED,89.1,90.1,90.1,86.0,89.0,2018520.0,23200, ,154.4,52.8,2024-12-13
G,ST,ZTECH,Z-TECH (INDIA) LIMITED,448.95,445.0,457.9,445.0,457.9,20363775.0,44700, ,483.8,99.2,2024-12-13
N,SM,AATMAJ,AATMAJ HEALTHCARE LIMITED,26.2,26.1,27.0,26.1,26.5,263600.0,10000, ,44.2,24.35,2024-12-16
N,SM,ABSMARINE,ABS MARINE SERVICES LTD,200.6,200.0,203.65,197.1,197.75,10794625.0,54000, ,425.0,183.0,2024-12-16
N,SM,ACCENTMIC,ACCENT MICROCELL LIMITED,258.85,255.9,260.0,253.6,258.1,4896750.0,19000, ,364.0,224.0,2024-12-16
N,SM,AERON,AERON COMPOSITE LIMITED,162.4,165.0,190.05,159.5,179.9,106676500.0,599000, ,190.05,118.0,2024-12-16
N,SM,AESTHETIK,AESTHETIK ENGINEERS LTD,73.5,73.0,73.0,71.05,71.5,2020400.0,28000, ,127.5,66.05,2024-12-16
N,SM,AGARWALFT,AGARWAL FLOAT GLASS I LTD,73.85,73.0,73.0,73.0,73.0,109500.0,1500, ,103.95,40.0,2024-12-16
N,SM,AGNI,AGNI GREEN POWER LTD,45.7,45.95,48.25,45.5,46.85,4609625.0,97500, ,84.7,24.95,2024-12-16
N,SM,AGUL,A G UNIVERSAL LIMITED,57.9,55.0,55.0,55.0,55.0,110000.0,2000, ,85.0,47.5,2024-12-16
N,SM,AKIKO,AKIKO GLOBAL SERVICES L,86.25,86.25,86.25,82.3,82.4,2559120.0,30400, ,98.0,62.8,2024-12-16
N,SM,ALPEXSOLAR,ALPEX SOLAR LIMITED,883.2,884.85,915.0,884.85,903.75,78738420.0,87200, ,1131.7,235.0,2024-12-16
N,SM,AMBANIORGO,AMBANI ORGOCHEM LIMITED,136.2,143.0,143.0,138.5,143.0,5959900.0,42000, ,143.0,76.15,2024-12-16
N,SM,AMBEY,AMBEY LABORATORIES LTD,70.1,69.85,71.45,67.2,69.45,3727900.0,54000, ,97.2,56.1,2024-12-16
N,SM,AMIABLE,AMIABLE LOGISTICS (I) LTD,83.0,85.0,85.0,83.0,83.0,401600.0,4800, ,102.95,60.5,2024-12-16
N,SM,ANLON,ANLON TECHNOLOGY SOL LTD,340.0,349.9,349.9,336.5,349.4,2625940.0,7600, ,607.0,208.0,2024-12-16
N,SM,ANNAPURNA,ANNAPURNA SWADISHT LTD,369.85,373.0,376.7,367.5,375.1,15550212.5,41750, ,494.9,270.0,2024-12-16
N,SM,ARABIAN,ARABIAN PETROLEUM LIMITED,87.0,88.0,88.85,87.25,88.5,1762900.0,20000, ,115.0,71.05,2024-12-16
N,SM,ARHAM,ARHAM TECHNOLOGIES LTD,134.3,138.0,138.0,132.5,136.05,2447300.0,18000, ,329.95,121.75,2024-12-16
N,SM,ASLIND,ASL INDUSTRIES LIMITED,31.65,32.95,32.95,31.25,32.35,1905000.0,60000, ,80.0,30.9,2024-12-16
N,SM,AURDIS,AURANGABAD DISTILLERY LTD,251.1,246.5,258.5,246.5,258.5,1433156.25,5625, ,432.75,216.7,2024-12-16
N,SM,AUROIMPEX,AURO IMPEX & CHEMICALS L,81.8,84.75,84.75,80.1,80.45,4367040.0,52800, ,118.0,60.5,2024-12-16
N,SM,AUSL,ADITYA ULTRA STEEL LTD,52.25,52.9,52.9,50.05,50.3,1326500.0,26000, ,72.0,47.7,2024-12-16
N,SM,AVIANSH,AVI ANSH TEXTILE LIMITED,100.0,100.0,100.0,96.0,99.0,5663300.0,58000, ,101.9,64.6,2024-12-16
N,SM,BABAFP,BABA FOOD PROCESSING,55.45,52.6,55.9,52.6,54.9,1409520.0,25600, ,71.75,48.2,2024-12-16
N,SM,BAWEJA,BAWEJA STUDIOS LIMITED,67.8,67.15,69.5,67.15,68.9,1093840.0,16000, ,183.0,67.0,2024-12-16
N,SM,BEACON,BEACON TRUSTEESHIP LTD,103.2,103.35,104.8,100.0,103.65,11861500.0,116000, ,151.0,84.15,2024-12-16
N,SM,BETA,BETA DRUGS LIMITED,2171.25,2171.25,2210.95,2061.1,2085.95,14563760.0,6900, ,2326.0,1060.05,2024-12-16
N,SM,BIKEWO,BIKEWO GREEN TECH LIMITED,30.2,30.2,30.55,29.85,30.15,725800.0,24000, ,47.25,27.6,2024-12-16
N,SM,BLUEPEBBLE,BLUE PEBBLE LIMITED,322.15,322.15,328.0,320.55,323.0,3232880.0,10000, ,390.0,186.0,2024-12-16
N,SM,BMETRICS,BOMBAY METRICS S C LTD,61.85,62.0,62.0,60.75,61.05,587960.0,9600, ,234.6,54.85,2024-12-16
N,SZ,BRIGHT,BRIGHT SOLAR LIMITED,4.1,3.9,4.3,3.9,4.3,1450050.0,354000, ,12.5,3.9,2024-12-16
N,SM,CANARYS,CANARYS AUTOMATIONS LTD,38.85,40.25,40.75,37.65,40.75,6821200.0,172000, ,68.7,27.0,2024-12-16
N,SM,CBAZAAR,NET AVENUE TECHNOLOGIES L,13.5,13.5,13.5,13.25,13.25,214000.0,16000, ,34.8,12.65,2024-12-16
N,SM,CELLPOINT,CELL POINT (INDIA) LTD,28.55,28.2,28.6,28.15,28.3,339060.0,12000, ,55.2,27.15,2024-12-16
N,SM,CGRAPHICS,CREATIVE GRAPHICS S IND L,197.2,202.9,202.9,190.3,193.6,24378200.0,124800, ,331.7,139.95,2024-12-16
N,SM,CHAVDA,CHAVDA INFRA LIMITED,143.1,144.0,144.0,139.25,140.6,4089150.0,29000, ,208.85,77.0,2024-12-16
N,SM,CHETANA,CHETANA EDUCATION LIMITED,86.55,85.55,87.0,84.5,85.65,2597440.0,30400, ,111.0,75.4,2024-12-16
N,SM,CLSL,CROP LIFE SCIENCE LIMITED,49.25,50.0,53.95,48.75,52.2,2874100.0,56000, ,69.2,36.5,2024-12-16
N,SZ,CMMIPL,CMM INFRAPROJECTS LIMITED,2.85,2.95,2.95,2.95,2.95,203550.0,69000, ,5.0,1.6,2024-12-16
N,SM,CMRSL,CYBER MEDIA RES & SER LTD,103.8,98.65,105.0,98.65,105.0,408880.0,4000, ,205.0,86.2,2024-12-16
N,SM,COMMITTED,COMMITTED CARGO CARE LTD,80.85,88.9,88.9,88.9,88.9,14650720.0,164800, ,88.9,48.5,2024-12-16
N,SM,CRAYONS,CRAYONS ADVERTISING LTD,105.0,109.0,109.0,104.5,105.35,5807250.0,55000, ,259.0,94.5,2024-12-16
N,SM,DANISH,DANISH POWER LIMITED,1181.8,1187.0,1295.0,1187.0,1232.35,291535875.0,232800, ,1295.0,541.5,2024-12-16
N,SM,DCG,DCG CABLES & WIRES LTD,109.25,110.0,114.7,110.0,114.7,4211280.0,37200, ,182.5,77.0,2024-12-16
N,SM,DEEM,DEEM ROLL TECH LIMITED,84.05,84.05,87.75,84.05,85.0,857500.0,10000, ,210.0,74.25,2024-12-16
N,SM,DELAPLEX,DELAPLEX LIMITED,223.1,225.95,231.25,223.0,223.85,5294790.0,23400, ,336.0,184.05,2024-12-16
N,SM,DENTALKART,VASA DENTICITY LIMITED,789.6,809.1,812.5,792.1,802.9,25491100.0,31750, ,840.0,401.0,2024-12-16
N,SM,DHARIWAL,DHARIWALCORP LIMITED,135.0,135.0,135.0,130.0,130.0,318000.0,2400, ,170.0,122.95,2024-12-16
N,SM,DIVYADHAN,DIVYADHAN RECYCLING IND L,76.0,76.0,77.5,76.0,77.5,307000.0,4000, ,96.0,66.0,2024-12-16
N,SM,DKEGL,D K ENTERPRISES GLOBAL L,85.0,70.1,88.5,70.1,88.5,354900.0,4500, ,103.8,53.9,2024-12-16
N,SM,DOLLEX,DOLLEX AGROTECH LIMITED,40.45,40.8,40.8,37.9,38.0,770000.0,20000, ,54.35,32.15,2024-12-16
N,SM,DTL,DIENSTEN TECH LIMITED,149.85,156.55,167.7,155.0,165.5,13260960.0,81600, ,264.6,133.0,2024-12-16
N,SM,DUCOL,DUCOL ORGS AND COLOURS LT,137.65,138.0,142.75,138.0,141.85,2036480.0,14400, ,164.4,85.05,2024-12-16
N,SM,DUGLOBAL,DUDIGITAL GLOBAL LIMITED,67.75,67.5,67.5,65.0,66.05,1647875.0,25000, ,90.45,53.2,2024-12-16
N,SM,DURLAX,DURLAX TOP SURFACE LTD,63.0,63.05,63.55,62.45,63.55,1637600.0,26000, ,109.0,54.0,2024-12-16
N,SM,EFORCE,ELECTRO FORCE (INDIA) LTD,61.1,60.7,60.85,59.35,60.15,2089380.0,34800, ,152.0,57.2,2024-12-16
N,SM,ENVIRO,ENVIROTECH SYSTEMS LTD,133.8,139.0,139.0,127.85,129.65,20655400.0,156000, ,152.0,89.05,2024-12-16
N,SM,ESPRIT,ESPRIT STONES LIMITED,93.4,93.5,95.8,91.25,91.95,9096320.0,97600, ,140.0,86.25,2024-12-16
N,SM,EUROBOND,EURO PANEL PRODUCTS LTD,190.0,190.5,195.0,175.0,191.9,46759050.0,248000, ,230.0,140.5,2024-12-16
N,SM,FALCONTECH,FALCON TECHNOPROJ IND LTD,43.0,44.0,47.3,44.0,46.8,1438500.0,31200, ,91.85,40.0,2024-12-16
N,SM,FIDEL,FIDEL SOFTECH LIMITED,172.65,166.0,171.0,166.0,171.0,2026150.0,12000, ,191.85,86.2,2024-12-16
N,SM,FONEBOX,FONEBOX RETAIL LIMITED,127.65,122.55,136.0,122.55,131.5,4238500.0,32000, ,217.0,116.0,2024-12-16
N,SM,FORGEAUTO,FORGE AUTO INTERNATION L,81.85,85.0,85.0,84.0,84.65,406800.0,4800, ,115.0,77.0,2024-12-16
N,SM,FRESHARA,FRESHARA AGRO EXPORTS LTD,131.15,130.0,147.0,128.0,134.9,49274160.0,354000, ,149.0,110.0,2024-12-16
N,SM,FROG,FROG CELLSAT LIMITED,338.6,338.6,338.6,328.5,331.15,15114700.0,45600, ,401.0,131.5,2024-12-16
N,SM,GGBL,GANESH GREEN BHARAT LTD,486.1,500.0,513.3,496.3,505.65,63351825.0,125700, ,587.95,327.4,2024-12-16
N,SM,GICL,GLOBE INTL CARRIERS LTD,64.1,65.05,65.05,65.0,65.0,292650.0,4500, ,84.75,35.65,2024-12-16
N,SM,GLOBALPET,GLOBAL PET INDUSTRIES LTD,119.0,120.0,121.0,120.0,120.5,1085250.0,9000, ,137.9,75.55,2024-12-16
N,SM,GOLDSTAR,GOLDSTAR POWER LIMITED,11.4,11.4,12.3,11.4,12.2,7940812.5,663750, ,17.6,10.1,2024-12-16
N,SM,GOYALSALT,GOYAL SALT LIMITED,199.55,202.95,202.95,195.1,201.45,7329960.0,36600, ,249.0,126.75,2024-12-16
N,SM,GREENCHEF,GREENCHEF APPLIANCES LTD,74.25,75.6,75.6,73.0,73.45,1367080.0,18400, ,118.0,63.0,2024-12-16
N,SM,GSTL,GLOBESECURE TECHNO LTD,36.6,36.7,37.2,36.25,36.9,844400.0,23000, ,88.9,35.6,2024-12-16
N,SM,HOACFOODS,HOAC FOODS INDIA LIMITED,131.0,128.0,128.0,125.0,125.0,377400.0,3000, ,213.8,105.0,2024-12-16
N,SM,HOMESFY,HOMESFY REALTY LIMITED,512.25,515.0,520.0,515.0,520.0,465000.0,900, ,979.3,350.0,2024-12-16
N,SM,HVAX,HVAX TECHNOLOGIES LIMITED,645.0,648.0,680.0,645.0,680.0,4384965.0,6600, ,730.0,461.7,2024-12-16
N,SM,IDEALTECHO,IDEAL TECHNOPLAST IND LTD,127.0,120.65,129.8,120.3,128.0,4238900.0,34000, ,145.6,88.0,2024-12-16
N,SM,IEML,INDIAN EMULSIFIERS LTD,261.0,261.05,261.05,251.0,253.55,5228325.0,20500, ,546.9,223.0,2024-12-16
N,SM,INDIFRA,INDIFRA LIMITED,27.85,28.05,28.1,28.05,28.1,224700.0,8000, ,74.9,27.15,2024-12-16
N,SM,INM,INTERIORS & MORE LIMITED,324.45,320.0,320.0,320.0,320.0,384000.0,1200, ,383.0,201.0,2024-12-16
N,SM,INNOMET,INNOMET ADVANCED MATERI L,200.45,193.3,198.5,193.3,198.5,936960.0,4800, ,257.0,170.0,2024-12-16
N,SM,INNOVANA,INNOVANA THINKLABS LTD.,467.0,500.0,560.0,497.0,520.1,25075140.0,48000, ,737.9,379.8,2024-12-16
N,SM,INSPIRE,INSPIRE FILMS LIMITED,30.35,30.6,30.8,29.0,30.8,479300.0,16000, ,67.9,23.65,2024-12-16
N,SM,JEYYAM,JEYYAM GLOBAL FOODS LTD,50.25,50.4,51.7,45.0,47.5,12881100.0,268000, ,69.9,45.0,2024-12-16
N,SM,JSLL,JEENA SIKHO LIFECARE LTD,2350.45,2351.95,2388.0,2350.0,2353.8,23021865.0,9720, ,2498.6,587.2,2024-12-16
N,SM,K2INFRA,K2 INFRAGEN LIMITED,191.6,191.6,196.95,189.0,196.2,5538390.0,28800, ,329.0,134.75,2024-12-16
N,SM,KALANA,KALANA ISPAT LIMITED,43.4,43.0,43.0,41.75,41.8,1013500.0,24000, ,52.2,32.6,2024-12-16
N,SM,KATARIA,KATARIA INDUSTRIES LTD,168.45,174.85,174.85,166.1,167.7,4899300.0,28800, ,247.0,163.95,2024-12-16
N,SM,KCEIL,KAY CEE ENERGY & INFRA L,391.0,399.95,405.0,371.45,372.05,33395800.0,86500, ,424.5,171.4,2024-12-16
N,SM,KHFM,KHFM HOS FAC MANA SER LTD,103.95,98.8,100.95,98.0,99.6,1079575.0,10850, ,123.95,47.5,2024-12-16
N,SM,KLL,KAUSHALYA LOGISTICS LTD,111.15,113.5,116.4,112.0,114.25,5844120.0,51200, ,162.8,78.0,2024-12-16
N,SM,KODYTECH,KODY TECHNOLAB LIMITED,1596.35,1600.1,1695.0,1600.1,1633.05,37772760.0,22900, ,4175.0,345.0,2024-12-16
N,SM,KOTYARK,KOTYARK INDUSTRIES LTD,1003.7,1003.7,1023.0,997.0,999.05,26994920.0,26800, ,1582.0,818.5,2024-12-16
N,SM,KRISHCA,KRISHCA STRAPPING SLTN L,319.3,324.9,337.85,320.0,330.15,4755575.0,14500, ,430.0,191.0,2024-12-16
N,SM,LAKSHYA,LAKSHYA POWERTECH LIMITED,289.55,289.55,297.0,289.0,290.7,12152360.0,41600, ,376.95,245.6,2024-12-16
N,SM,LAMOSAIC,LAMOSAIC INDIA LIMITED,110.75,112.5,113.4,106.55,107.3,17389320.0,157800, ,172.2,105.0,2024-12-16
N,SM,LAWSIKHO,ADDICTIVE LEARNING TECH L,348.35,351.0,356.75,345.0,350.25,13336350.0,38000, ,448.5,187.5,2024-12-16
N,SM,LLOYDS,LLOYDS LUXURIES LIMITED,105.0,105.0,113.5,105.0,112.35,2112000.0,19000, ,154.1,67.55,2024-12-16
N,SM,MACOBSTECH,MACOBS TECHNOLOGIES LTD,170.75,170.75,170.75,170.7,170.75,546320.0,3200, ,197.0,94.25,2024-12-16
N,SM,MADHAVBAUG,VAIDYA SANE AYUR LAB LTD,145.0,149.95,150.8,139.5,146.5,2276500.0,15200, ,251.0,107.0,2024-12-16
N,SM,MADHUSUDAN,MADHUSUDAN MASALA LIMITED,202.4,203.0,205.0,200.0,203.85,4059900.0,20000, ,215.0,96.0,2024-12-16
N,SM,MAGSON,MAGSON RETAIL AND DIST L,97.0,97.0,97.0,97.0,97.0,194000.0,2000, ,137.9,76.0,2024-12-16
N,SM,MAHICKRA,MAHICKRA CHEMICAL LIMITED,105.0,100.0,105.5,98.0,105.5,4197375.0,42750, ,159.35,89.8,2024-12-16
N,SM,MAKS,MAKS ENERGY SOL INDIA LTD,46.0,47.0,47.0,46.0,46.7,625425.0,13500, ,104.2,44.0,2024-12-16
N,SM,MAL,MANGALAM ALLOYS LIMITED,41.25,41.7,43.0,40.5,41.0,2124240.0,51200, ,55.85,32.55,2024-12-16
N,SM,MANDEEP,MANDEEP AUTO INDUSTRIES L,36.0,35.8,35.8,35.8,35.8,71600.0,2000, ,74.4,34.15,2024-12-16
N,SM,MARCO,MARCO CABLE & CONDUCTOR L,63.85,63.1,64.0,63.1,64.0,477225.0,7500, ,83.95,38.1,2024-12-16
N,SM,MARINETRAN,MARINETRANS INDIA LIMITED,31.2,31.2,31.2,28.65,28.65,717800.0,24000, ,51.45,19.1,2024-12-16
N,SM,MAXPOSURE,MAXPOSURE LIMITED,89.45,89.6,89.6,89.0,89.0,447350.0,5000, ,145.0,65.55,2024-12-16
N,SM,MCON,MCON RASAYAN INDIA LTD,164.9,165.0,173.1,165.0,173.1,28664150.0,167000, ,244.35,105.35,2024-12-16
N,SM,MDL,MARVEL DECOR LIMITED,129.9,130.45,136.0,128.0,135.0,17243450.0,132000, ,143.25,67.2,2024-12-16
N,SM,MEGATHERM,MEGATHERM INDUCTION LTD,365.0,356.5,365.0,355.3,361.7,9078900.0,25200, ,490.0,195.0,2024-12-16
N,SM,MHHL,MOHINI HEALTH&HYGIENE LTD,50.95,50.95,51.0,50.5,50.95,838125.0,16500, ,74.9,46.0,2024-12-16
N,SM,MICROPRO,MICROPRO SOFTWARE SOL L,35.55,35.55,35.9,35.15,35.9,228000.0,6400, ,67.5,30.1,2024-12-16
N,SM,MPTODAY,M P TODAY MEDIA LIMITED,37.75,39.6,39.6,39.6,39.6,316800.0,8000, ,48.5,30.05,2024-12-16
N,SM,MVKAGRO,M.V.K. AGRO FOOD PROD LTD,40.95,41.7,41.7,41.3,41.4,299160.0,7200, ,87.0,36.0,2024-12-16
N,SM,MWL,MANGALAM WORLDWIDE LTD,166.95,163.6,163.6,162.95,163.0,1565460.0,9600, ,184.0,111.35,2024-12-16
N,SM,MYMUDRA,MY MUDRA FINCORP LIMITED,86.55,86.0,103.5,85.0,90.25,5839680.0,63600, ,130.05,75.0,2024-12-16
N,SM,NEWJAISA,NEWJAISA TECHNOLOGIES LTD,84.1,84.15,84.15,81.0,81.75,3091725.0,37500, ,165.0,70.05,2024-12-16
N,SM,NIDAN,NIDAN LABS AND HEALTH LTD,29.55,29.5,30.5,28.75,29.35,594050.0,20000, ,41.15,27.0,2024-12-16
N,SM,NPST,NETWORK PEOPLE SRV TECH L,2869.85,2867.0,2867.0,2655.0,2758.05,105934265.0,38650, ,3577.0,950.0,2024-12-16
N,SM,OLIL,ONECLICK LOGISTICS IND L,101.9,97.4,99.5,95.0,97.45,8736300.0,90000, ,130.75,54.1,2024-12-16
N,SM,ONDOOR,ON DOOR CONCEPTS LIMITED,291.75,290.0,294.9,289.0,291.0,787470.0,2700, ,544.9,188.3,2024-12-16
N,SM,ONYX,ONYX BIOTEC LIMITED,54.0,54.0,55.0,53.0,53.45,3465800.0,64000, ,62.5,51.0,2024-12-16
N,SM,ORIANA,ORIANA POWER LIMITED,2332.75,2330.0,2545.0,2303.05,2481.65,221894482.5,90450, ,2984.0,450.0,2024-12-16
N,SM,OSELDEVICE,OSEL DEVICES LIMITED,200.55,199.6,202.5,198.05,201.85,21057720.0,104800, ,242.0,169.6,2024-12-16
N,SM,OWAIS,OWAIS METAL & MINERAL,1157.0,1160.0,1179.0,1130.0,1132.15,17494180.0,15300, ,1569.0,231.35,2024-12-16
N,SM,PARAMATRIX,PARAMATRIX TECHNOLOGIES L,98.25,97.0,97.0,97.0,97.0,232800.0,2400, ,133.1,86.1,2024-12-16
N,SM,PARAMOUNT,PARAMOUNT DYE TEC LIMITED,90.85,88.0,88.1,87.15,87.15,421620.0,4800, ,109.9,68.1,2024-12-16
N,SM,PARTYCRUS,PARTY CRUISERS LIMITED,117.75,121.0,121.0,118.7,118.7,1681200.0,14000, ,149.5,95.0,2024-12-16
N,SM,PCCL,PETRO CARBON AND CHEMI L,221.25,223.95,223.95,212.0,214.05,5556620.0,25600, ,382.8,194.05,2024-12-16
N,SM,PELATRO,PELATRO LIMITED,330.35,330.35,339.0,321.0,334.15,5710950.0,17400, ,452.0,263.0,2024-12-16
N,SM,PENTAGON,PENTAGON RUBBER LIMITED,88.9,84.0,84.0,83.0,83.6,333900.0,4000, ,160.0,76.6,2024-12-16
N,SM,PLADAINFO,PLADA INFOTECH SERVICES L,26.6,25.05,27.4,24.55,27.4,388350.0,15000, ,47.2,24.5,2024-12-16
N,SM,POLYSIL,POLYSIL IRRIGATION SYST L,27.25,27.35,27.35,26.35,27.25,216400.0,8000, ,58.8,26.0,2024-12-16
N,SM,PPSL,PICTUREPOST STUDIOS LTD,31.05,31.45,32.9,31.0,31.8,2928150.0,93000, ,44.2,28.0,2024-12-16
N,SM,PRAMARA,PRAMARA PROMOTIONS LTD,149.85,146.65,155.0,146.65,153.0,1523500.0,10000, ,187.95,82.25,2024-12-16
N,SM,PRANIK,PRANIK LOGISTICS LIMITED,90.1,90.6,90.6,90.2,90.2,722480.0,8000, ,102.0,68.0,2024-12-16
N,SM,PREMIUM,PREMIUM PLAST LIMITED,46.2,47.4,47.4,47.4,47.4,426600.0,9000, ,51.75,35.5,2024-12-16
N,SM,PRLIND,PREMIER ROADLINES LIMITED,111.3,114.7,127.4,111.1,124.3,48073800.0,393000, ,174.9,68.65,2024-12-16
N,SM,PROLIFE,PROLIFE INDUSTRIES LTD,270.0,270.0,277.95,270.0,277.95,273975.0,1000, ,337.55,187.0,2024-12-16
N,SM,PROPEQUITY,P. E. ANALYTICS LIMITED,285.15,272.0,285.0,271.85,285.0,1010310.0,3600, ,332.0,197.2,2024-12-16
N,SM,PROV,PROVENTUS AGROCOM LIMITED,1697.0,1683.0,1684.0,1628.05,1629.5,926084.0,560, ,1890.0,908.0,2024-12-16
N,SM,PSFL,PARAMOUNT SPECIALI FORG L,66.0,67.95,74.0,67.95,72.15,17646700.0,250000, ,87.15,56.2,2024-12-16
N,SM,PURVFLEXI,PURV FLEXIPACK LIMITED,186.0,195.0,195.0,185.0,185.6,2701240.0,14400, ,273.0,150.0,2024-12-16
N,SM,QFIL,QUALITY FOILS (INDIA) LTD,98.6,96.35,97.0,96.05,96.05,578750.0,6000, ,166.7,85.3,2024-12-16
N,SM,QMSMEDI,QMS MEDICAL ALLIED S LTD,110.3,111.2,111.2,109.5,109.75,1765800.0,16000, ,189.0,90.25,2024-12-16
N,SM,QUADPRO,QUADPRO ITES LIMITED,4.5,4.5,4.5,4.5,4.5,270000.0,60000, ,8.8,4.2,2024-12-16
N,SM,QUESTLAB,QUEST LABORATORIES LTD,110.0,110.0,112.95,110.0,112.45,1202340.0,10800, ,196.8,85.1,2024-12-16
N,SM,QUICKTOUCH,QUICKTOUCH TECHNOLOGIES L,107.65,106.6,106.6,104.0,106.0,2993975.0,28500, ,256.95,104.0,2024-12-16
N,SM,RADIOWALLA,RADIOWALLA NETWORK LTD,114.85,112.3,115.0,111.95,113.5,2706160.0,24000, ,150.0,103.4,2024-12-16
N,SM,RAJINDLTD,RAJPUTANA INDUSTRIES LTD,81.95,82.3,82.3,80.05,81.5,2204925.0,27000, ,120.0,72.2,2024-12-16
N,SM,RAPPID,RAPPID VALVES (INDIA) LTD,374.85,381.5,430.0,381.5,424.75,23509830.0,57000, ,430.0,245.6,2024-12-16
N,SM,RCDL,RAJGOR CASTOR DERIVATI L,29.25,28.2,29.0,28.2,28.55,342750.0,12000, ,56.0,21.95,2024-12-16
N,SM,REMUS,REMUS PHARMACEUTICALS L,2484.35,2484.35,2551.6,2391.0,2484.25,13648325.0,5550, ,8747.0,1785.1,2024-12-16
