MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK,Date
N,SM,AATMAJ,AATMAJ HEALTHCARE LIMITED,26.1,26.15,27.15,26.1,27.15,538800.0,20000, ,44.2,24.35,2024-12-12
N,SM,ABSMARINE,ABS MARINE SERVICES LTD,204.4,203.0,207.95,202.5,203.55,9623275.0,47000, ,425.0,183.0,2024-12-12
N,SM,ACCENTMIC,ACCENT MICROCELL LIMITED,264.65,268.0,268.0,263.0,263.8,1454100.0,5500, ,364.0,224.0,2024-12-12
N,SM,ACCORD,ACCORD SYNERGY LIMITED,28.6,29.75,29.75,29.75,29.75,59500.0,2000, ,37.0,23.65,2024-12-12
N,SM,AERON,AERON COMPOSITE LIMITED,157.2,159.0,163.25,156.65,157.3,18285850.0,115000, ,173.6,118.0,2024-12-12
N,SM,AESTHETIK,AESTHETIK ENGINEERS LTD,73.6,74.15,76.5,73.6,73.6,1201600.0,16000, ,127.5,66.05,2024-12-12
N,SM,AGARWALFT,AGARWAL FLOAT GLASS I LTD,74.95,73.0,73.0,73.0,73.0,219000.0,3000, ,103.95,40.0,2024-12-12
N,SM,AGNI,AGNI GREEN POWER LTD,42.3,50.5,50.75,48.35,50.75,18725375.0,370000, ,84.7,23.8,2024-12-12
N,SM,AGUL,A G UNIVERSAL LIMITED,55.75,55.75,57.9,55.75,57.9,227300.0,4000, ,89.75,47.5,2024-12-12
N,SM,AKIKO,AKIKO GLOBAL SERVICES L,86.95,84.3,88.0,84.3,86.1,554240.0,6400, ,98.0,62.8,2024-12-12
N,SM,ALPEXSOLAR,ALPEX SOLAR LIMITED,883.55,890.0,906.0,871.0,875.2,42181960.0,47800, ,1131.7,235.0,2024-12-12
N,SM,AMBANIORGO,AMBANI ORGOCHEM LIMITED,123.6,129.75,129.75,129.75,129.75,129750.0,1000, ,139.0,76.15,2024-12-12
N,SM,AMBEY,AMBEY LABORATORIES LTD,70.45,70.05,71.0,68.9,70.85,2250200.0,32000, ,97.2,56.1,2024-12-12
N,SM,AMIABLE,AMIABLE LOGISTICS (I) LTD,85.0,83.0,83.0,83.0,83.0,132800.0,1600, ,102.95,60.5,2024-12-12
N,SM,ANLON,ANLON TECHNOLOGY SOL LTD,342.45,350.0,351.0,342.45,343.2,1112660.0,3200, ,607.0,208.0,2024-12-12
N,SM,ANNAPURNA,ANNAPURNA SWADISHT LTD,368.2,373.0,373.0,365.15,368.5,15863850.0,43000, ,494.9,270.0,2024-12-12
N,SM,ARABIAN,ARABIAN PETROLEUM LIMITED,87.25,87.0,87.0,87.0,87.0,174000.0,2000, ,115.0,71.05,2024-12-12
N,SM,ARHAM,ARHAM TECHNOLOGIES LTD,135.6,136.8,136.8,130.5,131.0,2773250.0,21000, ,329.95,121.75,2024-12-12
N,SM,ASLIND,ASL INDUSTRIES LIMITED,31.95,32.0,32.0,30.9,31.65,315800.0,10000, ,80.0,30.9,2024-12-12
N,SM,AURDIS,AURANGABAD DISTILLERY LTD,260.25,260.25,263.95,251.1,251.1,806437.5,3125, ,432.75,216.7,2024-12-12
N,SM,AUROIMPEX,AURO IMPEX & CHEMICALS L,80.5,83.65,83.65,80.0,80.75,1819760.0,22400, ,118.0,60.5,2024-12-12
N,SM,AUSL,ADITYA ULTRA STEEL LTD,52.6,52.65,52.65,51.9,51.95,730700.0,14000, ,72.0,47.7,2024-12-12
N,SM,AVIANSH,AVI ANSH TEXTILE LIMITED,100.2,100.0,100.0,98.0,98.0,1180400.0,12000, ,101.9,64.6,2024-12-12
N,SM,BABAFP,BABA FOOD PROCESSING,52.0,52.15,52.25,51.2,51.35,3319760.0,64000, ,71.75,48.2,2024-12-12
N,SM,BAWEJA,BAWEJA STUDIOS LIMITED,68.75,68.1,68.5,67.5,67.85,1307000.0,19200, ,183.0,67.0,2024-12-12
N,SM,BEACON,BEACON TRUSTEESHIP LTD,104.1,102.5,104.95,102.5,104.3,2391700.0,23000, ,151.0,84.15,2024-12-12
N,SM,BETA,BETA DRUGS LIMITED,2235.05,2270.0,2279.9,2160.0,2199.45,15232995.0,6800, ,2326.0,1060.05,2024-12-12
N,SM,BIKEWO,BIKEWO GREEN TECH LIMITED,30.5,30.25,30.7,30.1,30.3,1090900.0,36000, ,47.25,27.6,2024-12-12
N,SM,BIRDYS,GRILL SPLENDOUR SER LTD,88.5,84.7,84.7,84.7,84.7,101640.0,1200, ,133.7,57.25,2024-12-12
N,SM,BLUEPEBBLE,BLUE PEBBLE LIMITED,337.0,330.0,333.95,325.0,327.05,4617640.0,14000, ,390.0,186.0,2024-12-12
N,SM,BMETRICS,BOMBAY METRICS S C LTD,63.15,63.15,63.15,61.1,61.25,197480.0,3200, ,234.6,54.85,2024-12-12
N,SM,BULKCORP,BULKCORP INTERNATIONAL L,104.0,101.0,101.0,101.0,101.0,242400.0,2400, ,144.65,96.0,2024-12-12
N,SM,CANARYS,CANARYS AUTOMATIONS LTD,39.05,39.15,40.1,38.8,38.85,2042400.0,52000, ,68.7,27.0,2024-12-12
N,SM,CBAZAAR,NET AVENUE TECHNOLOGIES L,13.75,13.95,14.0,13.6,13.6,552800.0,40000, ,37.9,12.65,2024-12-12
N,SM,CELLPOINT,CELL POINT (INDIA) LTD,28.75,28.7,28.7,28.35,28.45,307740.0,10800, ,55.2,27.15,2024-12-12
N,SM,CGRAPHICS,CREATIVE GRAPHICS S IND L,207.45,207.45,213.45,203.1,205.75,17155000.0,82400, ,331.7,139.95,2024-12-12
N,SM,CHAVDA,CHAVDA INFRA LIMITED,145.85,145.85,146.0,142.35,142.8,4328300.0,30000, ,208.85,77.0,2024-12-12
N,SM,CHETANA,CHETANA EDUCATION LIMITED,86.25,89.0,89.85,88.1,88.1,2000800.0,22400, ,111.0,75.4,2024-12-12
N,SM,CLSL,CROP LIFE SCIENCE LIMITED,47.85,49.15,49.15,46.2,46.2,477600.0,10000, ,69.2,36.5,2024-12-12
N,SZ,CMMIPL,CMM INFRAPROJECTS LIMITED,2.65,2.7,2.75,2.55,2.75,185400.0,69000, ,5.0,1.6,2024-12-12
N,SM,CMRSL,CYBER MEDIA RES & SER LTD,115.0,110.0,110.0,109.25,109.25,788280.0,7200, ,205.0,86.2,2024-12-12
N,SM,COMMITTED,COMMITTED CARGO CARE LTD,61.25,71.5,73.5,71.4,73.5,17433920.0,238400, ,76.35,48.5,2024-12-12
N,SM,CRAYONS,CRAYONS ADVERTISING LTD,106.3,107.1,107.1,104.5,105.05,3804350.0,36000, ,259.0,94.5,2024-12-12
N,SM,DANISH,DANISH POWER LIMITED,1012.05,994.05,1044.9,992.25,1039.8,119031690.0,116100, ,1078.0,541.5,2024-12-12
N,SM,DCG,DCG CABLES & WIRES LTD,114.0,114.2,118.5,111.0,111.95,7612320.0,66000, ,182.5,77.0,2024-12-12
N,SM,DEEM,DEEM ROLL TECH LIMITED,92.65,88.5,96.5,88.5,92.15,745650.0,8000, ,210.0,74.25,2024-12-12
N,SM,DELAPLEX,DELAPLEX LIMITED,218.8,216.15,218.05,214.05,217.9,3380640.0,15600, ,336.0,184.05,2024-12-12
N,SM,DENTALKART,VASA DENTICITY LIMITED,774.65,774.65,814.9,774.65,796.2,16977175.0,21250, ,840.0,401.0,2024-12-12
N,SM,DHARIWAL,DHARIWALCORP LIMITED,125.0,125.0,125.0,125.0,125.0,150000.0,1200, ,170.0,122.95,2024-12-12
N,SM,DIGIKORE,DIGIKORE STUDIOS LIMITED,281.55,281.0,295.0,276.0,280.5,6630540.0,23200, ,666.0,265.65,2024-12-12
N,SM,DIVYADHAN,DIVYADHAN RECYCLING IND L,79.9,79.9,80.0,77.0,77.35,2184200.0,28000, ,96.0,66.0,2024-12-12
N,SM,DOLLEX,DOLLEX AGROTECH LIMITED,40.75,37.5,40.45,37.5,40.45,311800.0,8000, ,54.35,32.15,2024-12-12
N,SM,DTL,DIENSTEN TECH LIMITED,140.0,151.0,151.0,139.0,140.0,2369040.0,16800, ,264.6,133.0,2024-12-12
N,SM,DUCOL,DUCOL ORGS AND COLOURS LT,140.7,140.0,142.95,138.5,139.85,1683440.0,12000, ,164.4,85.05,2024-12-12
N,SM,DUGLOBAL,DUDIGITAL GLOBAL LIMITED,65.25,66.75,67.0,65.55,66.85,1166500.0,17500, ,90.45,51.7,2024-12-12
N,SM,DURLAX,DURLAX TOP SURFACE LTD,64.1,63.95,63.95,62.05,62.05,506000.0,8000, ,109.0,54.0,2024-12-12
N,SM,EFORCE,ELECTRO FORCE (INDIA) LTD,61.2,62.45,62.45,59.9,61.0,1693260.0,27600, ,152.0,57.2,2024-12-12
N,SM,ENVIRO,ENVIROTECH SYSTEMS LTD,138.35,137.05,138.0,129.8,130.4,22592800.0,170000, ,152.0,89.05,2024-12-12
N,SM,ESPRIT,ESPRIT STONES LIMITED,92.1,93.5,94.1,92.1,94.0,3282160.0,35200, ,140.0,86.25,2024-12-12
N,SM,EUROBOND,EURO PANEL PRODUCTS LTD,190.0,188.0,188.0,188.0,188.0,188000.0,1000, ,230.0,140.5,2024-12-12
N,SM,EXCELLENT,EXCELLENT WIRES N PACK L,69.5,68.0,68.0,68.0,68.0,217600.0,3200, ,89.25,60.7,2024-12-12
N,SM,FALCONTECH,FALCON TECHNOPROJ IND LTD,42.05,42.05,42.85,42.05,42.85,101880.0,2400, ,91.85,40.0,2024-12-12
N,SM,FIDEL,FIDEL SOFTECH LIMITED,166.0,167.0,171.5,167.0,171.5,681500.0,4000, ,191.85,86.2,2024-12-12
N,SM,FONEBOX,FONEBOX RETAIL LIMITED,125.0,128.0,129.0,123.95,124.0,1268850.0,10000, ,217.0,116.0,2024-12-12
N,SM,FORGEAUTO,FORGE AUTO INTERNATION L,87.5,86.55,86.55,86.55,86.55,103860.0,1200, ,115.0,78.2,2024-12-12
N,SM,FRESHARA,FRESHARA AGRO EXPORTS LTD,123.15,123.0,139.0,123.0,132.05,61958880.0,466800, ,149.0,110.0,2024-12-12
N,SM,FROG,FROG CELLSAT LIMITED,327.7,334.0,337.0,332.0,333.2,7892400.0,23600, ,401.0,131.5,2024-12-12
N,SM,GGBL,GANESH GREEN BHARAT LTD,463.95,468.25,515.0,455.05,489.15,184512390.0,374400, ,587.95,327.4,2024-12-12
N,SM,GICL,GLOBE INTL CARRIERS LTD,63.5,64.05,64.9,63.8,64.9,8970000.0,139500, ,84.75,35.65,2024-12-12
N,SM,GOLDSTAR,GOLDSTAR POWER LIMITED,11.4,11.15,11.25,11.15,11.25,252000.0,22500, ,17.6,10.1,2024-12-12
N,SM,GOYALSALT,GOYAL SALT LIMITED,200.9,205.0,205.0,198.15,199.6,7577100.0,37800, ,249.0,126.75,2024-12-12
N,SM,GREENCHEF,GREENCHEF APPLIANCES LTD,74.35,74.35,74.35,70.0,74.0,3060600.0,42400, ,118.0,63.0,2024-12-12
N,SM,GSTL,GLOBESECURE TECHNO LTD,37.05,37.0,37.75,36.5,37.4,1878350.0,51000, ,109.0,35.6,2024-12-12
N,SM,HOACFOODS,HOAC FOODS INDIA LIMITED,128.0,131.0,131.0,131.0,131.0,98250.0,750, ,213.8,105.0,2024-12-12
N,SM,HOMESFY,HOMESFY REALTY LIMITED,519.95,515.0,545.9,515.0,519.0,5393985.0,10200, ,979.3,350.0,2024-12-12
N,SM,HVAX,HVAX TECHNOLOGIES LIMITED,572.9,575.0,629.9,574.0,626.95,6515205.0,10800, ,730.0,461.7,2024-12-12
N,SM,IDEALTECHO,IDEAL TECHNOPLAST IND LTD,118.75,122.8,130.1,118.0,124.35,5222150.0,42000, ,145.6,88.0,2024-12-12
N,SM,IEML,INDIAN EMULSIFIERS LTD,265.45,265.45,266.8,262.0,262.35,1323575.0,5000, ,546.9,223.0,2024-12-12
N,SM,INDIFRA,INDIFRA LIMITED,27.8,27.75,28.8,27.75,27.85,336000.0,12000, ,74.9,27.15,2024-12-12
N,SM,INM,INTERIORS & MORE LIMITED,306.0,289.0,310.0,289.0,310.0,720600.0,2400, ,383.0,201.0,2024-12-12
N,SM,INNOMET,INNOMET ADVANCED MATERI L,195.65,195.65,204.25,195.0,204.0,5056140.0,25200, ,257.0,170.0,2024-12-12
N,SM,INNOVANA,INNOVANA THINKLABS LTD.,430.0,434.0,450.0,434.0,446.0,1598950.0,3600, ,737.9,379.8,2024-12-12
N,SM,INSPIRE,INSPIRE FILMS LIMITED,30.9,29.85,30.75,29.7,30.2,301400.0,10000, ,67.9,23.65,2024-12-12
N,SM,JEYYAM,JEYYAM GLOBAL FOODS LTD,51.7,51.7,52.0,50.0,51.15,3997600.0,78000, ,69.9,50.0,2024-12-12
N,SM,JIWANRAM,JIWANRAM SHEODUTTRA IND L,15.0,14.65,15.2,14.65,15.0,269100.0,18000, ,22.95,13.25,2024-12-12
N,SM,JSLL,JEENA SIKHO LIFECARE LTD,2328.1,2350.0,2360.0,2305.05,2350.45,30306649.5,12960, ,2498.6,587.2,2024-12-12
N,SM,K2INFRA,K2 INFRAGEN LIMITED,204.15,201.0,205.0,197.0,198.0,7575240.0,37800, ,329.0,134.75,2024-12-12
N,SM,KALANA,KALANA ISPAT LIMITED,43.55,43.25,43.55,42.8,43.0,948300.0,22000, ,52.2,32.6,2024-12-12
N,SM,KATARIA,KATARIA INDUSTRIES LTD,171.55,172.5,174.95,163.95,168.1,6071700.0,36000, ,247.0,163.95,2024-12-12
N,SM,KCEIL,KAY CEE ENERGY & INFRA L,362.6,398.85,398.85,398.85,398.85,48859125.0,122500, ,424.5,171.4,2024-12-12
N,SM,KHFM,KHFM HOS FAC MANA SER LTD,104.75,101.0,101.0,100.1,100.1,467480.0,4650, ,123.95,47.5,2024-12-12
N,SM,KLL,KAUSHALYA LOGISTICS LTD,108.9,109.5,110.45,108.9,109.5,1846320.0,16800, ,162.8,78.0,2024-12-12
N,SM,KODYTECH,KODY TECHNOLAB LIMITED,1699.65,1700.0,1748.0,1645.0,1682.7,23224080.0,13800, ,4175.0,293.0,2024-12-12
N,SM,KOTYARK,KOTYARK INDUSTRIES LTD,1025.3,1026.0,1036.5,1020.05,1020.75,20984235.0,20500, ,1582.0,818.5,2024-12-12
N,SM,KRISHCA,KRISHCA STRAPPING SLTN L,337.15,337.15,337.15,311.0,317.25,12294750.0,38000, ,430.0,191.0,2024-12-12
N,SM,LAKSHYA,LAKSHYA POWERTECH LIMITED,317.25,320.95,327.4,303.1,306.3,32276560.0,101600, ,376.95,245.6,2024-12-12
N,SM,LAWSIKHO,ADDICTIVE LEARNING TECH L,351.2,358.25,358.25,345.05,347.3,8911075.0,25500, ,448.5,187.5,2024-12-12
N,SM,LLOYDS,LLOYDS LUXURIES LIMITED,113.4,110.1,113.0,108.0,108.1,987750.0,9000, ,154.1,67.55,2024-12-12
N,SM,MACOBSTECH,MACOBS TECHNOLOGIES LTD,173.4,157.0,173.8,157.0,173.8,783840.0,4800, ,197.0,94.25,2024-12-12
N,SM,MADHAVBAUG,VAIDYA SANE AYUR LAB LTD,146.5,150.95,150.95,145.05,145.05,236800.0,1600, ,251.0,107.0,2024-12-12
N,SM,MADHUSUDAN,MADHUSUDAN MASALA LIMITED,200.8,201.15,201.95,199.35,199.35,2602350.0,13000, ,215.0,96.0,2024-12-12
N,SM,MAGSON,MAGSON RETAIL AND DIST L,93.5,93.0,93.0,93.0,93.0,186000.0,2000, ,139.0,76.0,2024-12-12
N,SM,MAHICKRA,MAHICKRA CHEMICAL LIMITED,105.0,106.0,106.0,102.0,106.0,312112.5,3000, ,159.35,89.8,2024-12-12
N,SM,MAKS,MAKS ENERGY SOL INDIA LTD,49.0,46.6,48.0,46.6,46.75,353475.0,7500, ,104.2,44.0,2024-12-12
N,SM,MAL,MANGALAM ALLOYS LIMITED,41.0,40.5,42.45,40.35,41.35,3189440.0,76800, ,57.8,32.55,2024-12-12
N,SM,MANDEEP,MANDEEP AUTO INDUSTRIES L,36.1,36.1,36.95,36.1,36.95,218300.0,6000, ,74.4,34.15,2024-12-12
N,SM,MARCO,MARCO CABLE & CONDUCTOR L,64.35,65.0,65.6,65.0,65.4,685500.0,10500, ,83.95,38.1,2024-12-12
N,SM,MARINETRAN,MARINETRANS INDIA LIMITED,24.4,25.55,29.25,25.55,29.25,3309400.0,116000, ,51.45,19.1,2024-12-12
N,SM,MAXPOSURE,MAXPOSURE LIMITED,89.75,89.8,90.0,88.3,88.35,1510800.0,17000, ,145.0,65.55,2024-12-12
N,SM,MCON,MCON RASAYAN INDIA LTD,158.9,159.0,165.0,159.0,159.05,9343600.0,58000, ,244.35,105.35,2024-12-12
N,SM,MDL,MARVEL DECOR LIMITED,112.95,117.5,123.95,117.5,121.1,7087750.0,59000, ,143.25,67.2,2024-12-12
N,SM,MEGATHERM,MEGATHERM INDUCTION LTD,368.15,370.0,379.9,365.0,369.45,5927580.0,16000, ,490.0,195.0,2024-12-12
N,SM,MHHL,MOHINI HEALTH&HYGIENE LTD,52.5,52.05,54.0,51.0,51.2,2665875.0,51000, ,79.5,46.0,2024-12-12
N,SM,MICROPRO,MICROPRO SOFTWARE SOL L,36.7,36.7,36.7,35.5,36.35,232400.0,6400, ,67.5,30.1,2024-12-12
N,SM,MOXSH,MOXSH OVERSEAS EDUCON LTD,40.55,40.75,41.05,40.75,40.95,523840.0,12800, ,210.5,36.4,2024-12-12
N,SM,MPTODAY,M P TODAY MEDIA LIMITED,37.65,39.5,39.5,39.4,39.5,315800.0,8000, ,48.5,30.05,2024-12-12
N,SM,MVKAGRO,M.V.K. AGRO FOOD PROD LTD,42.0,42.05,42.35,41.0,41.0,401160.0,9600, ,87.0,36.0,2024-12-12
N,SM,MWL,MANGALAM WORLDWIDE LTD,161.3,159.5,167.0,159.05,167.0,3542520.0,21600, ,184.0,110.1,2024-12-12
N,SM,MYMUDRA,MY MUDRA FINCORP LIMITED,86.0,86.0,87.35,84.75,86.6,1439640.0,16800, ,130.05,75.0,2024-12-12
N,SM,NEWJAISA,NEWJAISA TECHNOLOGIES LTD,86.8,86.5,87.9,83.95,84.85,2040900.0,24000, ,172.85,70.05,2024-12-12
N,SM,NIDAN,NIDAN LABS AND HEALTH LTD,30.85,31.3,31.35,30.15,30.15,399450.0,13000, ,41.15,27.0,2024-12-12
N,SM,NPST,NETWORK PEOPLE SRV TECH L,2895.85,2930.0,2955.0,2859.25,2880.85,18106340.0,6250, ,3577.0,950.0,2024-12-12
N,SM,OLIL,ONECLICK LOGISTICS IND L,100.0,102.0,102.5,95.5,100.8,7164660.0,73200, ,130.75,54.1,2024-12-12
N,SM,ONDOOR,ON DOOR CONCEPTS LIMITED,304.6,308.0,308.0,298.4,300.4,3463080.0,11400, ,544.9,171.1,2024-12-12
N,SM,ONYX,ONYX BIOTEC LIMITED,56.45,56.15,56.25,55.0,55.15,3113700.0,56000, ,62.5,51.0,2024-12-12
N,SM,ORIANA,ORIANA POWER LIMITED,2420.55,2444.9,2479.9,2375.0,2396.0,101083117.5,42000, ,2984.0,401.0,2024-12-12
N,SM,OSELDEVICE,OSEL DEVICES LIMITED,195.25,195.25,197.4,192.05,197.15,5483240.0,28000, ,242.0,169.6,2024-12-12
N,SM,OWAIS,OWAIS METAL & MINERAL,1152.85,1140.0,1179.95,1138.0,1141.1,25070505.0,21700, ,1569.0,231.35,2024-12-12
N,SM,PARAMATRIX,PARAMATRIX TECHNOLOGIES L,100.0,92.05,96.0,92.05,95.75,450720.0,4800, ,133.1,86.1,2024-12-12
N,SM,PARAMOUNT,PARAMOUNT DYE TEC LIMITED,90.0,90.0,90.0,86.05,86.05,531660.0,6000, ,109.9,68.1,2024-12-12
N,SM,PARTYCRUS,PARTY CRUISERS LIMITED,117.95,118.5,118.5,118.0,118.0,236500.0,2000, ,149.5,95.0,2024-12-12
N,SM,PCCL,PETRO CARBON AND CHEMI L,224.85,224.0,234.6,224.0,229.95,9838260.0,42800, ,382.8,194.05,2024-12-12
N,SM,PELATRO,PELATRO LIMITED,345.0,348.05,358.45,333.5,335.25,5419860.0,15600, ,452.0,263.0,2024-12-12
N,SM,PENTAGON,PENTAGON RUBBER LIMITED,85.5,83.5,85.0,83.5,85.0,168500.0,2000, ,160.0,76.6,2024-12-12
N,SM,PLADAINFO,PLADA INFOTECH SERVICES L,26.55,27.35,27.35,27.35,27.35,82050.0,3000, ,47.2,24.5,2024-12-12
N,SM,POLYSIL,POLYSIL IRRIGATION SYST L,27.7,27.3,28.0,27.25,27.25,384300.0,14000, ,58.8,26.0,2024-12-12
N,SM,PPSL,PICTUREPOST STUDIOS LTD,30.8,30.3,31.0,29.7,30.5,2206200.0,72000, ,44.2,28.0,2024-12-12
N,SM,PRAMARA,PRAMARA PROMOTIONS LTD,151.1,146.35,157.8,146.3,154.05,1981300.0,13000, ,187.95,82.25,2024-12-12
N,SM,PRANIK,PRANIK LOGISTICS LIMITED,91.15,91.9,94.25,90.0,90.45,8654000.0,94400, ,102.0,68.0,2024-12-12
N,SM,PREMIUM,PREMIUM PLAST LIMITED,48.05,48.4,48.4,47.3,48.0,431100.0,9000, ,51.75,35.5,2024-12-12
N,SM,PRLIND,PREMIER ROADLINES LIMITED,108.2,110.0,115.0,108.0,112.25,8288350.0,74000, ,174.9,68.65,2024-12-12
N,SM,PROLIFE,PROLIFE INDUSTRIES LTD,268.0,270.0,277.95,270.0,270.0,683975.0,2500, ,337.55,187.0,2024-12-12
N,SM,PROPEQUITY,P. E. ANALYTICS LIMITED,302.1,298.0,298.0,284.0,289.7,1221720.0,4200, ,332.0,197.2,2024-12-12
N,SM,PROV,PROVENTUS AGROCOM LIMITED,1610.1,1684.0,1684.0,1683.0,1683.0,942560.0,560, ,1890.0,908.0,2024-12-12
N,SM,PSFL,PARAMOUNT SPECIALI FORG L,65.7,68.0,68.0,65.6,66.9,1859200.0,28000, ,87.15,56.2,2024-12-12
N,SM,QFIL,QUALITY FOILS (INDIA) LTD,108.95,104.1,104.1,103.5,103.5,311600.0,3000, ,166.7,85.3,2024-12-12
N,SM,QMSMEDI,QMS MEDICAL ALLIED S LTD,113.45,112.7,114.2,109.8,113.2,2018500.0,18000, ,189.0,90.25,2024-12-12
N,SM,QUADPRO,QUADPRO ITES LIMITED,4.5,4.65,4.65,4.3,4.35,1770600.0,396000, ,8.8,4.3,2024-12-12
N,SM,QUESTLAB,QUEST LABORATORIES LTD,110.0,110.0,112.3,110.0,112.0,665220.0,6000, ,196.8,85.1,2024-12-12
N,SM,QUICKTOUCH,QUICKTOUCH TECHNOLOGIES L,110.35,108.55,111.0,107.0,110.95,3622175.0,33500, ,256.95,105.0,2024-12-12
N,SM,RADIOWALLA,RADIOWALLA NETWORK LTD,119.85,118.5,120.0,118.0,118.95,954320.0,8000, ,150.0,103.4,2024-12-12
N,SM,RAJINDLTD,RAJPUTANA INDUSTRIES LTD,83.2,83.05,84.1,83.05,83.4,1505100.0,18000, ,120.0,72.2,2024-12-12
N,SM,RAPPID,RAPPID VALVES (INDIA) LTD,370.6,375.0,375.0,350.0,351.1,1505040.0,4200, ,380.0,245.6,2024-12-12
N,SM,RCDL,RAJGOR CASTOR DERIVATI L,27.0,28.0,28.8,27.0,28.0,1095450.0,39000, ,56.0,21.95,2024-12-12
N,SM,REMUS,REMUS PHARMACEUTICALS L,2511.6,2511.6,2520.0,2480.0,2500.0,3520170.0,1400, ,8747.0,1785.1,2024-12-12
N,SM,REXPIPES,REX PIPES AND CABLES LTD,74.5,74.5,74.5,74.5,74.5,298000.0,4000, ,91.85,54.0,2024-12-12
N,SM,RNFI,RNFI SERVICES LIMITED,130.7,131.05,136.2,130.8,134.0,2878560.0,21600, ,199.95,109.8,2024-12-12
N,SM,ROCKINGDCE,ROCKINGDEALS CIRCU ECO L,465.95,465.95,472.95,455.0,455.0,4192050.0,9000, ,687.5,256.0,2024-12-12
N,SM,ROXHITECH,ROX HI TECH LIMITED,96.25,103.95,106.0,100.3,100.45,39556160.0,382400, ,191.4,95.9,2024-12-12
N,SM,RULKA,RULKA ELECTRICALS LIMITED,304.65,309.0,309.0,302.05,305.15,1466355.0,4800, ,666.6,295.0,2024-12-12
N,SM,SAAKSHI,SAAKSHI MEDTEC N PANELS L,220.05,242.05,242.05,242.05,242.05,28755540.0,118800, ,369.0,176.05,2024-12-12
N,SM,SADHAV,SADHAV SHIPPING LIMITED,151.25,152.0,152.4,149.0,150.85,3061140.0,20400, ,274.0,131.0,2024-12-12
N,SM,SAHAJ,SAHAJ FASHIONS LIMITED,14.5,14.5,14.5,14.5,14.5,58000.0,4000, ,35.4,12.6,2024-12-12
N,SM,SAHANA,SAHANA SYSTEM LIMITED,1986.55,1980.0,1985.0,1900.0,1921.9,40170168.75,20875, ,2061.0,526.9,2024-12-12
N,SM,SAHASRA,SAHASRA ELECTRONIC SOLU L,644.1,644.1,645.0,625.5,628.8,55560520.0,87200, ,1013.0,537.7,2024-12-12
N,SM,SAIFL,SAMEERA AGRO AND INFRA L,89.0,89.0,92.5,88.0,91.95,1435480.0,16000, ,185.0,76.0,2024-12-12
N,SM,SAJHOTELS,SAJ HOTELS LIMITED,56.5,57.8,58.0,57.0,57.5,574600.0,10000, ,63.4,40.1,2024-12-12
N,SM,SARTELE,SAR TELEVENTURE LIMITED,310.35,308.75,308.85,302.2,304.65,39014450.0,128000, ,413.7,153.0,2024-12-12
N,SM,SATIPOLY,SATI POLY PLAST LIMITED,199.5,207.45,207.45,201.8,202.0,920050.0,4500, ,268.7,177.0,2024-12-12
N,SM,SCML,SHARP CHUCKS N MACHINES L,143.15,142.0,142.0,142.0,142.0,142000.0,1000, ,148.0,55.0,2024-12-12
N,SM,SDREAMS,S D RETAIL LIMITED,203.5,201.0,201.0,190.6,191.8,9143800.0,47000, ,215.0,131.0,2024-12-12
N,SM,SERVICE,SERVICE CARE LIMITED,78.05,78.4,78.4,78.15,78.15,313100.0,4000, ,101.0,52.05,2024-12-12
N,SM,SHANTHALA,SHANTHALA FMCG PRODUCTS L,40.5,41.35,43.0,40.05,40.05,399540.0,9600, ,117.5,37.05,2024-12-12
N,SM,SHEETAL,SHEETAL UNIVERSAL LIMITED,69.5,70.0,71.25,69.7,70.2,1969300.0,28000, ,91.9,54.5,2024-12-12
N,SM,SHERA,SHERA ENERGY LIMITED,203.0,202.0,203.9,191.75,194.6,12993300.0,66000, ,235.0,113.05,2024-12-12
N,SM,SHIGAN,SHIGAN QUANTUM TECH LTD,117.05,117.0,117.05,117.0,117.05,351075.0,3000, ,166.8,89.7,2024-12-12
N,SM,SHREEKARNI,SHREE KARNI FABCOM LTD,656.25,686.95,689.05,686.0,689.05,6819990.0,9900, ,849.0,260.0,2024-12-12
N,SM,SHREEOSFM,SHREE OSFM E-MOBILITY LTD,130.0,134.95,138.0,134.95,135.0,1225850.0,9000, ,215.0,63.0,2024-12-12
N,SM,SHRITECH,SHRI TECHTEX LIMITED,60.75,60.5,60.7,58.8,59.45,2983200.0,50000, ,101.0,51.5,2024-12-12
N,SM,SIDDHIKA,SIDDHIKA COATINGS LIMITED,170.0,170.0,173.95,161.5,173.95,2332900.0,14000, ,355.35,116.85,2024-12-12
N,SM,SKP,SKP BEARING INDUSTRI. LTD,247.25,250.0,264.95,250.0,263.6,14778175.0,57500, ,344.95,190.0,2024-12-12
N,SM,SOLEX,SOLEX ENERGY LIMITED,1547.1,1550.15,1563.35,1499.95,1506.1,17343100.0,11375, ,1919.1,415.0,2024-12-12
N,SM,SONUINFRA,SONU INFRATECH LIMITED,73.9,77.55,77.55,77.55,77.55,1163250.0,15000, ,86.5,39.0,2024-12-12
N,SM,SPCL,SHIVALIC POWER CONTROL L,241.45,242.0,245.0,239.5,240.2,15383250.0,63600, ,396.75,190.0,2024-12-12
